text,label,query_index
Please help me with my card. As i have tried to use my card in two different ATMs but repeatedly it was declining by ATM.,needs_troubleshooting,18b880e19ecb
I need to make multiple disposable cards in a day.,,cbbt3d2515b1
Can I change the amount I made on a payment that I made to the payment is correct.,other,a273eb7022f2
I tried to do a transfer and it hasn't worked!,needs_troubleshooting,501be28b51c9
My card is not working at stores.,other,86d4b1dcc3a6
ATM withdrawal not working.,needs_troubleshooting,f05756d503a0
Why is my virtual card is being declined?,needs_troubleshooting,593c584500ac
I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,other,2dbc5116c677
I think I was charged extra on my payment on last Saturday.  Maybe the exchange rate was wrong?  I'd like a refund.,needs_troubleshooting,b6be1d065e52
When will the money show in my account?,other,994299978990
Can you please tell me why I cant get money from the ATM?,needs_troubleshooting,aad59b510f58
How do I retrieve my card from the machine?,card_queries_or_issues,bd39bd7d873d
I noticed that my card was charged more than once for one thing.,needs_troubleshooting,fb9d019c9788
What are the details of disposable card limitations?,card_queries_or_issues,b3400a1021a2
Why is my identification required?,other,59b8f54cece1
Why can't I topup my account?,top_up_queries_or_issues,36f572d3aa0b
I am chatting about an order from a long while back.  I never got it to this day and am deeply upset by this!  I want all of my money back!  I just can not accept paying for something I never got.,other,48c13dbb07cb
This stupid system is not letting me prove my identity.,needs_troubleshooting,2aac10a6da3b
Why was there a fee for my transfer?,other,abc0065748a2
Is it possible for a person who lives in the US to get a card?,other,08e2a627636c
Why is the exchange rate so high? This should have been a much higher amount of cash for that to apply.,needs_troubleshooting,f0e19fc70537
My identity wasn't verified,needs_troubleshooting,1883195c630b
When will my pending payment finish?,other,41772fe0ef3f
I didn't take out money from an ATM but my app statement shows that I did. How can I fix this?,needs_troubleshooting,23dadfe88f0f
I am being charged the wrong amount on my card.,needs_troubleshooting,df53200b9a65
What do I do about a debit on my account that I didn't make?,needs_troubleshooting,bce76689e515
Are physical card available?,card_queries_or_issues,ae0264086cb8
"I was charged twice, when I didn't purchase anything twice.",needs_troubleshooting,6529b3e122e2
Whats the delivery time to the United States?,other,79a3e1602eda
Can you make exchanges using the EUR?,other,1adbeeac921b
Can I top-up by cheque?,top_up_queries_or_issues,877f8e7456a6
People are using my debit card - help!,needs_troubleshooting,eb796362cf94
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,needs_troubleshooting,7baf839ef43a
The ATM won't give me my card back.,card_queries_or_issues,c9827c68c686
There is a payment that has not processed.,other,7d8c4acdd7ab
When can I expect delivery?,other,25729b108f48
"I prefer Visa, can I get that instead?",other,188f38af3e6c
What is the fee charged with this card payment?,needs_troubleshooting,36f6ce5a5566
What do I do if it says my card payment has been cancelled?,card_queries_or_issues,ec3c8325cfc1
I must verify the source of my funds,other,4884d80e892c
Why are you not accepting my transfer!! I've tried a couple times already now and it just keeps showing an error message,needs_troubleshooting,3ec3b9e7b907
Does it cost anything and how long would it take to get a card if I need a new one? My card is about to expire.,card_queries_or_issues,f2a1d524195c
how can i add money from my amex card,card_queries_or_issues,ade6643fdf50
Where can I find an ATM to use this card?,other,13817b79a0c2
I have a second credit card from the US. Will you take it?,card_queries_or_issues,d34324df9f98
I sent some money and the receiver can't access it.,needs_troubleshooting,69780df1fdc4
"I have received my card, can you help me put it in the app?",card_queries_or_issues,6cf9b67ed915
What do you demand for identity verification?,other,8f91931bb879
I have used all of my PIN tries. What should I do now?,other,87963d74b58b
Where can I find a virtual card?,card_queries_or_issues,13e03d7c0640
What caused my top up to be reverted?,top_up_queries_or_issues,406494bab4c8
How much will I be charged for exchanging foreign currency,other,bbe49d63d823
"Help me!  When I was abroad, the exchange rate was wrong.",needs_troubleshooting,82d7063a9b12
My top-up is taking a very long time to complete.,top_up_queries_or_issues,08381e18a4f7
Why did my money disappear when I topped up??,top_up_queries_or_issues,79b28a4be5ab
I want to transfer money to a beneficiery. Why can't I?,needs_troubleshooting,09a1c9588961
Can i set up an auto top-up?,top_up_queries_or_issues,964fa008a64a
My card is not working when I try to use it.,card_queries_or_issues,e57c11efd681
"My husband and I went out for our weekly ""dinner and a movie,"" and it was my turn to pick up the check. Now I see that my card was charged twice. Who should I contact about negating the second charge and getting my card credited?",needs_troubleshooting,0923706816ae
how does a virtual card work,card_queries_or_issues,dce40546f3c4
Can I still access the app even though my phone was stolen?,other,4bdb672cb1c1
Why is the exchange rate wrong when I purchase something abroad?,needs_troubleshooting,21db889533a3
"The activation process did not work, please help?",card_queries_or_issues,8ac5d7162b1d
Can I top up my card with other cards?,card_queries_or_issues,f61164b3af00
My refund is still pending,needs_troubleshooting,eace031a3ed6
What can you tell me about the card PIN?,card_queries_or_issues,1d23f648fc8e
Do you offer cards for those in other countries?,other,94b4c48196b5
Could you please tell me your exchange rates?,other,064ed5fa6636
"Why wasn't it obvious that you charge for payments? If you put the fees in an easy to read format, this could have been avoided.",needs_troubleshooting,1a3a8da49b52
Where is the cash deposit I made?,needs_troubleshooting,80021fc122ee
There are a couple payments with my card in the app I see that I didn't create. What is happening? Maybe someone gained access to my account.,needs_troubleshooting,189b092f6542
Unusual direct deposit,needs_troubleshooting,f74ea736d082
"How do I reset my PIN, I can't seem to use my card?",other,35b0b2bab377
Canceling my order is what I need to do right now.,other,7284094ef2b0
"If I get a transfer from Europe, how long until it is in my account?",other,b0ae8f831542
I need my card as soon as possible.,other,4545a9ed93ba
The cash withdrawal I took seems to be off. The exchange rate is wrong.,needs_troubleshooting,4bf28bf814a5
I am worried about fees for top up cards?,top_up_queries_or_issues,562a67219bd8
Is this card accepted by ATMs?,other,25988d1f48cd
My balance doesn't show my deposit.,needs_troubleshooting,b33f0d531e05
Do I need to establish I am paid in GBP before a transfer?,other,80c9e3cdae45
My card won't work.,card_queries_or_issues,6d458e1f4ec8
the exchange rate I got for cash was wrong,needs_troubleshooting,bfbec15ab163
Can I top-up automatically?,top_up_queries_or_issues,d7e40c412240
Transfer has failed.,needs_troubleshooting,a997f5e29947
What are acceptable documents to prove my identity?,other,630ae4b6b06e
Can I change my address?,other,d4a59f05d479
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,needs_troubleshooting,ae49a4a342ce
What is the proper way to activate a card?,card_queries_or_issues,1c8dc4b865ba
I've been charged more than once for the same transaction,needs_troubleshooting,4fa2871d15df
What all currencies can be exchanged?,other,3092aefa7627
Can I purchase extra non-virtual cards?,card_queries_or_issues,122cdcaff1a4
"I want to reset my passcode, how can I do that?",other,872f2bc01621
Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.,needs_troubleshooting,ac70b6c7cdf6
Was I charged more than I should of been for a currency exchange?,needs_troubleshooting,72ca3be50e92
Should I be seeing a fee applied for my money transfer?,other,49de2acdf8c4
Can i get a throw away card,card_queries_or_issues,f1bfe686bcab
I've deposited a check in my account but the cash isn't showing as available.,needs_troubleshooting,f0564678182d
"So, the card PIN?",card_queries_or_issues,17932e5c7eda
The exchange rate for my withdrawal was wrong.,needs_troubleshooting,63323851fa8a
How do I see my card in the app?,card_queries_or_issues,17b9dab48392
Why is a transfer I did recently still processing?,other,c648fa3383df
I have been waiting for my card payment to be moved from pending status for an unusually long time.  What is going on here and do you have an idea of when I can expect it to go through?,other,0569037a85cd
Is there a problem with the payment that I see is still pending?,other,4da9fc8ce862
Why is my friend not getting a transaction arrival yet?,needs_troubleshooting,c9395827b559
My card is almost going to expire.,card_queries_or_issues,f8f10cffc6cc
How much extra will I be charged for exchanging foreign currency?,other,3cd0bed3da28
I asked for a refund but its not here yet,needs_troubleshooting,68de18e1ab67
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",,0dbta579b322
There are transactions that I don't recognize. What do I do if I think someone is using my card?,needs_troubleshooting,8b6531de91fe
I want a backup second card. Is this possible?,card_queries_or_issues,642a34e8874c
Can I get a disposable virtual card?,card_queries_or_issues,3ebb6f0dd003
tell me why I was charged more with my card?,needs_troubleshooting,81397a6b56c1
Is it possible someone has access to my card? I noticed that there are a couple of payments in the app I'm sure I did not make. Can you find out what's going on here?,needs_troubleshooting,d25ff5dfbe65
"I would like to top up my account with a bank transfer, is that allowed?",other,1e5756bb6e58
I know I have enough funds in my account but my card payment hasn't worked for some reason. What do I do?,other,5a91ebcc8dd0
I was getting cash and the card got stuck inside,card_queries_or_issues,c7ed0422ed16
What is the procedure for activating this card?,card_queries_or_issues,97e998608eac
I relocated and need to change my personal details.,other,4cffb2d4c6bf
"I show another charge on my card from when I used it, why?",needs_troubleshooting,acb336370d08
Where in the app do I go to verify my identity?,other,d8fa8867d6a6
I messed up a transfer and need to reverse it.,other,d12abae79218
Am I free to top-up as much as I want?,top_up_queries_or_issues,99a234ac5712
I have a payment that I didn't make.,needs_troubleshooting,b143bb6f1126
How do I use the app to exchange currencies?,other,7558dd34b429
Why is there a fee for cash withdrawal?,needs_troubleshooting,fdf7c4c8e3c8
"I draw out money from your ATM during holidays, and was charged insanely. I wouldn't have done it, if i had a little sense about the shocking charges.",needs_troubleshooting,6ea8917c45a4
What exchange rates do you offer?,other,c28f1dc93f71
What kind of fiat currencies are supported for holding and exchange?,other,9a71a80acadc
What age do I have to be?,other,b516750a3bcd
cash and check deposit has not gone thru,needs_troubleshooting,8d27e6d1f697
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",needs_troubleshooting,493105d0f1e0
I have not been able to use this card.,,6det699ceb5c
Why was I charged when taking out money?,needs_troubleshooting,c4c8edceced5
"I read about the auto-top up function, but can't find it in the app.",top_up_queries_or_issues,bc220ee838bb
Why did the funds for one of my purchase come back to my account?,card_queries_or_issues,fb5499b49445
Why isn't my balance updating?  I did a bank transfer and it isn't current.,needs_troubleshooting,599c7a86f27e
What would the age limit be?,other,276436297967
I need to change my contact information.,other,f2e25d8dcb5f
What is my identification used for?,other,45b181854d83
I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,needs_troubleshooting,4604f7a8ba82
"I am seeing a weird payment showing up that I know I did not make, how can I get it cancelled?",needs_troubleshooting,9a1688c528ac
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,top_up_queries_or_issues,e55747576c50
I got charged twice,needs_troubleshooting,1889fedf0ddb
how much can i top up?,top_up_queries_or_issues,d9edb9bd6b04
My salary is in GBP; how can I note this in the app?,other,c81df1360b3a
My statement does not reflect that a refund has been issued,needs_troubleshooting,d40a0be590f2
What is the age requirement?,other,95967e24b214
Where can I find information about where my money came from?,other,9c7901a60ce5
How long will it take to get my refund,needs_troubleshooting,24e147142641
Help me order my card.,card_queries_or_issues,7ad7bad088e2
How can I exchange currencies using your app?,other,61cb85a4368e
Why is it I am charged an extra fee when I use the ATM?,needs_troubleshooting,450840d1c858
I want to use my card. How do I activate it?,card_queries_or_issues,35761a457a11
Why is my card being declined when I try to do a top-up? How can this be immediately resolved?,top_up_queries_or_issues,1825982cc599
I have a canceled top-up and wanted to know about it.,top_up_queries_or_issues,9bbf17fab166
My cash withdrawal shows as pending still.,other,ac2e11f30f80
What do I need to do to get my new card which I have requested 2 weeks ago?,card_queries_or_issues,0e48a9e54387
I got a €1 extra fee in my statement,needs_troubleshooting,0a79f7ff18bf
How do I get my money back for something I bought?,other,1e2c5ec6bc4e
How much would it cost me if I transfer?,top_up_queries_or_issues,3b7c92b563d9
is there a reason i need to verify top up,top_up_queries_or_issues,988752db68a3
"For some reason, the virtual card won't work for me.",needs_troubleshooting,6123c009c753
Do I need to verify my identity?,other,eab6c8e6b3ea
My account shows that I made a cash withdrawal but I cannot remember doing so!,needs_troubleshooting,ed994a15bf70
"The transfer keeps rejected, I tried to transfer some money to friends but it keeps getting rejected for some reason, Would you please check the issue?",needs_troubleshooting,47fa6fdf7a79
Why can I not take out cash?,needs_troubleshooting,790b93ef99ba
I checked the app and there is a payment that I don't recognize.,needs_troubleshooting,7e37fb1ebcd6
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",other,e83bd822bf7b
The item i bought exchanged rate was incorrect.,needs_troubleshooting,67c151de0b16
You shorted me money when I tried to make a withdrawal.,needs_troubleshooting,efda455004de
I have been charged an extra pound!,needs_troubleshooting,1d640ba4ceef
Would it be possible for me to get a second card?,card_queries_or_issues,a9680cb94f2f
What is going on? My top-up is still pending. I use your system all the time but now it is just showing as pending.,top_up_queries_or_issues,26b26c6098de
How do I receive a virtual card?,card_queries_or_issues,20c0e0c93c33
I have no way to prove my identity.,,af9t1c809eec
Is there any amount in which I would get cut off from topping up?,top_up_queries_or_issues,cc72210fa7b7
How long do transfer pend for?,other,df22a546d8f9
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,needs_troubleshooting,1d754dcf1a9b
I paid with card and was charged a fee that shouldn't be there!,needs_troubleshooting,51c028d64a08
"I desperately need to change my PIN, but I'm overseas on vacation right now. How can I do this?",other,d47c7870e4c7
"I just took some cash out of a cash machine in Heathrow airport because I wanted to buy some new sunglasses for my holiday but you've added a fee to the withdrawal, what is this?",needs_troubleshooting,ddecf455a7e0
The card that I have isn't working. This is the physical card.,card_queries_or_issues,0aa4e943bc4e
top up is still pending,top_up_queries_or_issues,d5062a271590
"I got a transfer fail message, but no explanation of why-- what happened?",needs_troubleshooting,9163fa4d7bec
Do I get charged for a top up from a European bank?,top_up_queries_or_issues,5c209513bf09
Why hasn't my cheque processed?,needs_troubleshooting,e0efc8169ab2
My transfer appeared not to work.,needs_troubleshooting,4a6e534de8c7
I'm still expecting the transaction to be finished,needs_troubleshooting,db4b0a97a4bd
Can I get money out of any machine?,other,6d61b0ff0a67
I didn't get the money I transferred,needs_troubleshooting,eba89e3d3aaa
Can I change my PIN at a nearby ATM when in Spain? I think someone saw my PIN and I need to change it but am on vacation.,other,1f7a6adf5fbe
Why am I being charged a fee for using my card? If there is some print out of places that charge me can you please send me that?,needs_troubleshooting,859e4bb3d874
Do i need to verify my top up?,top_up_queries_or_issues,1c1a17972513
A transfer to an account was not allowed,needs_troubleshooting,32d7d705fbda
"I still have not received my new card, I ordered over a week ago.",card_queries_or_issues,2fe35b1a9afc
I have a payment that shows twice,needs_troubleshooting,abe528177e82
dont understand why transfer failed,needs_troubleshooting,3adf9606ba6a
How many disposable cards can you own?,card_queries_or_issues,0b0115b297d0
I need a transaction reversed from my account.,needs_troubleshooting,6811d7cdf936
My card appears to have never arrived?,card_queries_or_issues,00ccdaa7bd34
How long will my transaction take?,needs_troubleshooting,b1bb3fcc0ceb
How do I know where my money comes from?,other,c39b2d2ec2eb
Can I see where my funds come from?,other,dc3a5bbc6271
I see my transfer was declined.,needs_troubleshooting,85c36637140a
Why do we need to verify top-up?,top_up_queries_or_issues,d216772eda98
"Hi I'm a new customer and tried topping up for the first time today, seems it's not working, the thing shows up as pending since half an hour already! Please fix it!",top_up_queries_or_issues,d65e887b598f
how can i change my details,other,1da18249b0b3
What do you use disposable cards on?,card_queries_or_issues,4729dd012677
What are age requirements for opening an account?,other,81df8391d2c9
What age can sign up for services?,other,03eddf372d21
How do I set my physical card PIN?,card_queries_or_issues,c69d6a8c4995
Do the disposable cards have any restrictions?,card_queries_or_issues,6842bbf4126a
What is accepted in regards to cards and currencies?,card_queries_or_issues,fa5dc4fa1ee3
I would like to delete my account.,other,79c0b9bb3942
My cheque is slow to cash,needs_troubleshooting,60c2a61d3df8
"Since my id hasn't been verified, when can I use my account?",other,93dc55685b57
how do i get a virtual card?,card_queries_or_issues,0b632e5339c1
I think I see a withdraw I did not make.,needs_troubleshooting,67fe9450ba5c
Do you support changing the currency I use?,other,7b235432cb49
When does the money get transferred to my account,other,869c3bb1938c
should i contact customer support if i can't edit details,other,dae5d790e15a
Do I need to use a limit on top-ups?,top_up_queries_or_issues,232caf0e86f6
Can this card be used at all ATMs?,other,13b407704b08
Why does the app revert a payment?,card_queries_or_issues,307687ac6ee6
I don't understand why my payment was declined. I thought everything was ok.,other,5710641a61db
Can I get a refund on an item?,other,aedcdd95270c
"I bought something in another currency, but the exchange rate was incorrect.",needs_troubleshooting,2af97293a28f
Why hasn't the money transfer arrived yet?,needs_troubleshooting,911d7e1c8ee5
What is needed for the identity verification?,other,fe357b0c1c93
"I want to give a second card for this account to my daughter, would this be possible?",card_queries_or_issues,30ffbfdf9d99
What do I do when my card is about to expire?,card_queries_or_issues,c51967f8148e
How come my refund hasn't appeared on my statement?,needs_troubleshooting,4a00a425a629
I made a purchase earlier today but it is still listed as pending- when will it go through?,,323t4522ddce
I have forgotten my password.,other,1dd9012f2a1b
"Declined, transfer not completed.",needs_troubleshooting,f13533b006f9
I need to activate my card can you do that now?,card_queries_or_issues,e941ea76702f
"Can I change my pin at ATMs?  If so, what ones?",other,99136aea6a16
My account has a weird withdrawal.,needs_troubleshooting,4f0c661e3974
Has my top-up gone through?,top_up_queries_or_issues,5e56d6aa626e
I withdrew some cash and the exchange rate seems to be wrong.,needs_troubleshooting,5cf028402b44
Why was my payment reversed?,card_queries_or_issues,d56b9ad703b7
I want to get Visa and Mastercard,other,4ad36c796140
where do I top up my google pay?,other,fbc58f63be55
"hey, I think someone stole my card numbers. There is a purchase showing up on my app from a store pretty far away from me.. I really need that money back to pay my rent.",needs_troubleshooting,877a95d23ea6
"I deposited a check, but haven't received the funds for it.",needs_troubleshooting,2b3319c640a3
I was informed that transfers were free. I noticed I have a fee but why?,other,d18e3f40ebe4
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,top_up_queries_or_issues,a9b890a3f233
There is a direct debit fee in the App that I didn't do.,,442te1efdabf
How can I get paid in a different currency?,other,96f5132020cd
Why is there a direct debit payment on my statement that I didn't do?,needs_troubleshooting,b6586856ff6a
How many physical cards am I allowed to have?,card_queries_or_issues,9acc0ef652f9
I was charged multiple times for one transaction.,needs_troubleshooting,cfa1611934b3
I can't log in,other,6a64a4d2c5d1
How can I delete my account?,other,ba5804d7ba1d
I tried to make a cash withdrawal and it was declined. Why did this happen?,needs_troubleshooting,7c73eb54da5d
Is there a charge for sending out more cards?,card_queries_or_issues,37b50fce97ed
"If I exchange currencies frequently, is there a discount?",other,d7ce63de640e
May I get an account for my daughter?,other,220a8b03360a
why wont my american express work to add money,card_queries_or_issues,02199d0b3843
I need help resetting my passcode to access my app.,other,586bb9466f68
can google pay be used to make a top-up,other,34c5ce54af75
My PIN tries have run out. Now what?,other,fc9cecb40ad7
I am missing my refund.,needs_troubleshooting,b1b51f1aa7b5
How does the exchange rate work?,other,8974f636e7ae
I lost my phone and would like to freeze my accounts.,other,b46fdd1208ab
I see a direct debit that I didn't authorize,needs_troubleshooting,ceb92d20706d
Does it cost extra to send out more than one card?,card_queries_or_issues,e85df9c35901
The attempted transfer failed.,needs_troubleshooting,343e3d3130b4
Where would I find top up by cash deposit?,top_up_queries_or_issues,a006ba21e555
Is there a charge for cash withdrawals? I always thought it was free.,needs_troubleshooting,625ae2617f50
Is there anything I need to do since my phone was stolen?,other,253b9b4c3e59
How do I top up by card?,top_up_queries_or_issues,7c91965d100f
I believe my credit card was stolen.,card_queries_or_issues,669ee5e425ec
I need to get hold of a physical card?,,ec4tcd3b2b92
Why has my top-up been returned to my account?,top_up_queries_or_issues,f48a6305fc4e
I checked my account today and saw that I was charged an extra pound that I did not spend.,needs_troubleshooting,c50bf16790b0
Why is a transfer I have still pending?,other,0065fd444afd
Am I able to order a disposable virtual card?,card_queries_or_issues,d427b847db0c
"I don't understand how to top up my account, can you please explain the process?",other,6a0ad9821af4
how come i was declined,needs_troubleshooting,f39cba505c34
I used the ATM machine to get money out for Holiday shopping and saw the outrageous charges. Why is that? I would not have used the ATM if I had known!,needs_troubleshooting,ba30e507fd29
Why did I have to pay extra because I paid with my card?,,bbbt5ba167a8
I lost the code and can not get into the app. Help!,other,52bfe7fd1a9d
Why are there multiple transactions showing for one purchase?,needs_troubleshooting,2dff6f480e9d
What is the procedure for me to get more cards on my account?,card_queries_or_issues,233c9939e727
Where do your cards get delivered to?,card_queries_or_issues,9d58b5b3c206
My card payment has not been withdrawn from my account,card_queries_or_issues,126dedd5dcac
Is topping up with Apple Pay possible?,other,e64972876619
Will there be any charges for money received?,top_up_queries_or_issues,3b07b0df8be3
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,needs_troubleshooting,92a9676c5162
I ordered my card and it isn't here yet. I need it ASAP. When can I expect to get it?,other,c93cebe3d22b
Am I able to return an item for a refund?,other,04f006898b20
Why would my payment still show as pending?,other,ede0235b1f5a
My card isn't working,card_queries_or_issues,62f32423ee86
I got my new card. How do I activate it?,card_queries_or_issues,727294c837ed
How do I deposit through bank transfer?,other,e09104c60b22
I don't live in the UK.  Can I still get a card?,other,5f94cb5d04cc
How long does it take for funds to come through the US to my account?,other,c1ea14dc7794
Is the PIN delivered separately?,card_queries_or_issues,3f7354d341d3
Am I able to get a second card?,card_queries_or_issues,a61e22b2cc52
I haven't received the money from the check I deposited.,,3f9t0e271474
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",needs_troubleshooting,73a8f7b915e6
Tell me why my transfer failed!,needs_troubleshooting,f2275cf14a15
How are the exchange rates determined?,other,c5ea277e5a7c
I got a new card and can't find where to link it.,card_queries_or_issues,d76400afaf7d
I would like to cancel my previous purchase.,other,388f127bbf97
Please tell me how to verify my top up card.,top_up_queries_or_issues,3f10117cbe08
How can get a Visa card?,other,d4dd96f08775
€1 was in my statement as an extra fee.,needs_troubleshooting,b03e2605e919
My Google pay top up isn't working. Help.,other,ad9951c4737a
I requested a refund from a merchant days ago but I do not see it in my account.,needs_troubleshooting,88519685f0b4
Where do my funds come from?,other,141039e3af81
Why is a money transfer not showing?,other,4fc29fd7b974
Why was I charged a fee for transferring money,other,a18ecb20e6aa
I was charged a fee with my cash withdrawal that I shouldn't have been charged.,needs_troubleshooting,11e0e2d4e86c
Does it cost anything for exchanges?,other,c787129c3ff1
#,needs_troubleshooting,d32t90c835d1
Where do I go to get my new card linked?,card_queries_or_issues,bdfb505cf89b
Someone needs to make me aware when there are extra charges for payments. I happened to be looking at the app earlier and noticed a charge associated to a payment that was extra that no one made me aware of before at all.,needs_troubleshooting,875b7cb9ae5a
I feel like too much money was taken during my currency exchange.,needs_troubleshooting,4e2f2eb94523
"I received my American Express in Apple Pay, is there a reason why top up is not functioning properly?",other,99e0c28b28ea
There is no way for me to prove my identity.,needs_troubleshooting,ce0ba5508fb5
Do you ship cards to where I live?,card_queries_or_issues,f204b7b7b743
The contactless payments are not working.,needs_troubleshooting,695a942b5e11
Money is not in recipients account.,needs_troubleshooting,bc2ff54ab06e
"I'm having issues with my card. You guys keep declining it for some reason. I haven't had any issues up until this point. What is going on? I've tried a handful of times with the same, unfortunate, result!",needs_troubleshooting,376b6914c893
"Hello there, I tried using crypto top up today but it's not working for me, might it be due to the kind of bank I'm using or the country that I'm from?Money is also missing from my account",top_up_queries_or_issues,7ddbc56daa2d
Can you tell me where you get your exchange rates?,other,4280f904b5be
If I make a transaction can I cancel it?,other,8224de5d1b45
what are the exchange rates for foreign currency ATMs,needs_troubleshooting,995d516f77a2
"I might need AUD instead of GBP, how to change?",other,3b81f72809fd
I transferred some money but I think it has gotten lost somewhere.,,ebet591c5875
I need help with some transactions in my account that I dont recognize or remember purchasing. Im not sure if the name is just different or what. Should my card be put on hold while the issue gets figured out to be safe or is it ok?,needs_troubleshooting,73a3ffcf8afe
Why is there an extra charge for money that was withdrawn?,needs_troubleshooting,c6940250be80
I want to change my address.,other,4a16cf698137
how much is the fee for topping by card,top_up_queries_or_issues,fd4a70cee71e
I would like to know how my friend would be able to send me money,other,64b4ad6b5d15
Which currencies do you work with?,card_queries_or_issues,258efc2ea21e
I was given the wrong amount of cash,needs_troubleshooting,96acdb6e606f
Recipient has not received the money,needs_troubleshooting,8a240fcfd7ee
How do I receive my physical card,card_queries_or_issues,544c15c6e1c5
Do I get Visa or Mastercard?,other,6213d64801ae
I was unable to make a transfer to another account.,needs_troubleshooting,6507fd5a2ad3
"I needed cash today, so I used another provider's ATM, and when I attempted to withdraw, it declined. I just checked it out and I'm still showing my account with that amount pending! I didn't take any money out, it was declined, so I don't want that to be processed as a withdrawal.",other,1324e6a17bbd
Someone might have access to my card!  There are some strange payments showing up on my account.  What do I do?,needs_troubleshooting,19f84218c602
I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,needs_troubleshooting,4de9ff545494
When will money be available in my account?,other,c9263222e032
I was charged multiple times for one purchase,needs_troubleshooting,fa56507d3a6e
Do I get charged if i am getting money?,,311tf0b52fbc
My actual card isn't working.,card_queries_or_issues,01f130e4cacc
Is my currency okay to add money with?,card_queries_or_issues,4e68c4221a65
I had to pay a pound more than I anticipated!,needs_troubleshooting,24f4852a198f
A receiver made me aware that they did not receive the full transfer that I made. The amount was showing to be a bit less. I now have to make a second transfer just to make up the difference. Can you reach out and let me know what's going on?,other,4bb43782b046
"I've use this account all the time, including over this past month, to pay for things from my new place abroad. I'm a really good customer, so why do I suddenly have new fees? I should be rewarded instead of charged more fees.",other,cf7579fbca48
Help Me!  I lost my card.  What should I do?,card_queries_or_issues,f6bb57a0d317
I paid two weeks ago and just got refunded,card_queries_or_issues,1ea4309c588c
My account transfer was blocked.,needs_troubleshooting,fd4eee4f33dc
What is your shipping policies for cards?,other,0e49fa1c9f6f
I don't recognise a Direct Debit payment,needs_troubleshooting,19765a7029dc
I don't think my top up worked,top_up_queries_or_issues,fd6d371918f9
"I wanted to transfer money to another account, but now I don't have to so I'd like to cancel said transfer. How can I do that?",other,e86b241c1bb9
Why was I charged an extra pound?,needs_troubleshooting,43797f70f004
How do i verify my card?,top_up_queries_or_issues,c4f4669587ec
Do you know if there is a tracking number for the new card you sent me?,card_queries_or_issues,20f24ec6c684
i live in portugal. do you operate here?,,3aftf8ae33a6
Help me cancel a transaction.,other,37a086b7b645
Is there a reason why my transaction is taking so long?,needs_troubleshooting,4b3af514286e
What do I do to verify my source of funds?,other,812bb34a119a
How long does it take to process cheque deposits?,needs_troubleshooting,385d41cc5038
What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym?,needs_troubleshooting,055943f21004
How long does transfers take?,needs_troubleshooting,8938130e0e47
Why are fees charged on cash withdrawals? I went to withdraw some money earlier today after shopping. There's a fee that wasn't there before.,needs_troubleshooting,4ed8821fc0f7
Can exchanged be made to EUR?,other,c82b9438a46a
Do physical cards cost money?,card_queries_or_issues,c634e26b2307
"I transferred money, but I think I've been charged a fee for it?",other,1355e89966da
How do I get to the virtual cards?,card_queries_or_issues,e1d3aeff1244
I don't understand why there is an extra €1 fee in my statement.,needs_troubleshooting,d97146aaeb09
"i am express delivering my card to the us, how long will that take",other,403b3b3f6c61
The exchange rate is incorrect for my cash withdrawal transaction.,needs_troubleshooting,7246fbf5fde3
Can I have money transferred into my account at different intervals along my trip?,top_up_queries_or_issues,0145194c6d76
"I have an unknown debit charge in my statement, why?",needs_troubleshooting,8505ebeab889
Show me how can my friends top up my account.,top_up_queries_or_issues,263daea43a87
I have a transaction and would like to know if I it's cancelable?,other,100e2ec73705
Why did I get a fee from the ATM?,needs_troubleshooting,560a2729d757
I transfered my balance a while back.  Why doesn't my account reflect this?,needs_troubleshooting,8532d72fb45f
Where is the top-up verification code?,top_up_queries_or_issues,495ea08129a3
How's the exchange rate looking right now?,other,d1923fa7a603
How can I choose between Visa and Mastercard?,other,b6392ffec393
How can I transfer funds from my bank to my top up account?,other,802da24e913c
I was making a purchase and it was declined and I wanted to know why.,needs_troubleshooting,f533527e4915
I do not have the information to verify my identify.,needs_troubleshooting,fc764446cf8b
Are you going to charge me to collect the money?,top_up_queries_or_issues,66e64721f71d
